# IrisCard/SetPositionList

RIGHT:&edit(,noicon){SetPositionListを編集};

**セット位置索引 [#setposition]
//本ページでは、武器、服、胸のイリスカードを記述

***武器 [#weapon]
|~No.|~名称|~レア度|~属性|~ベクトル|~備考|
|AC16-0020|[[ＤＥＭドラゴン（人）>IrisCard/ExIrisCard0#AC16-0020]]|&COLOR(#FF0099){''SR''};|-|[[スティグマータ>Iris/Explanation#tb_stigmata]]||
|AC16-1010|[[ネコマタ（黒）との出会い>IrisCard/ExIrisCard0#AC16-1010]]|&COLOR(#ffa500){''R''};|-|[[漆黒の徨手>Iris/Explanation#tb_sikkoku]]||
|AC16-3030|[[マタンガ>IrisCard/ExIrisCard0#AC16-3030]]|''C''|-|[[ショートレンジバースト>Iris/Explanation#tb_Srange]]||
|AC16-3050|[[クラウスとミーシャ>IrisCard/ExIrisCard0#AC16-3050]]|''C''|-|[[デスパレートアヴォイド>Iris/Explanation#tb_DesperateAvoid]]||
|AC16-3070|[[レジスタンス研究員>IrisCard/ExIrisCard0#AC16-3070]]|''C''|-|[[知力強化>Iris/Explanation#tb_tiryoku]]||
|AC17-0010|[[パーティの準備のお手伝い>IrisCard/ExIrisCard0#AC17-0010]]|&COLOR(#FF0099){''SR''};|-|[[深愛の絆>Iris/Explanation#tb_shinai]]|服も可|
|AC17-1020|[[遺跡視察>IrisCard/ExIrisCard0#AC17-1020]]|&COLOR(#ffa500){''R''};|-|[[インテグレーション>Iris/Explanation#tb_integration]]|武器も可|
|AC17-2040|[[秘宝レッドパールを入手せよ>IrisCard/ExIrisCard0#AC17-2040]]|&COLOR(#0000ff){''UC''};|-|[[オフェンシブサポート>Iris/Explanation#tb_Offensive]]||
|AC17-3030|[[安らかな眠りを……>IrisCard/ExIrisCard0#AC17-3030]]|''C''|-|[[ポテンシャルサポート>Iris/Explanation#tb_Potential]]||
|AC17-3060|[[ダークフェザーの羽の入手>IrisCard/ExIrisCard0#AC17-3060]]|''C''|-|[[技術力強化>Iris/Explanation#tb_gijutu]]||
|~|~|~|~|[[運搬の心得>Iris/Explanation#tb_Unpan]]|~|
|AC17-3080|[[ゼリコを集めてみないか！>IrisCard/ExIrisCard0#AC17-3080]]|''C''|-|[[初心の心得>Iris/Explanation#tb_Syosin]]||
|AC17-3090|[[倉庫の掃除>IrisCard/ExIrisCard0#AC17-3090]]|''C''|-|[[マーキュリーの喝采>Iris/Explanation#tb_Mercury]]||
|AC18-1010|[[エンシェントアーク内部>IrisCard/ExIrisCard0#AC18-1010]]|&COLOR(#ffa500){''R''};|-|[[時空の導き手>Iris/Explanation#tb_Zikuu]]||
|AC18-3030|[[ケット・シー好きの女>IrisCard/ExIrisCard0#AC18-3030]]|''C''|-|[[トップブリーダーの秘訣>Iris/Explanation#tb_topBreederhiketu]]||
|AC18-3060|[[イライラする男>IrisCard/ExIrisCard0#AC18-3060]]|''C''|-|[[オフェンシブサポート>Iris/Explanation#tb_Offensive]]||
|AC19-0020|[[タイタスの思い出の服>IrisCard/ExIrisCard0#AC19-0020]]|&COLOR(#FF0099){''SR''};|-|[[ダメージコントロール>Iris/Explanation#tb_damageControl]]|服も可|
|AC19-1020|[[フリッカーテイル>IrisCard/ExIrisCard0#AC19-1020]]|&COLOR(#ffa500){''R''};|-|[[技術力強化>Iris/Explanation#tb_gijutu]]|武器も可|
|AC19-1030|[[シャボタン>IrisCard/ExIrisCard0#AC19-1030]]|&COLOR(#ffa500){''R''};|-|[[知力強化>Iris/Explanation#tb_tiryoku]]|武器も可|
|AC19-3010|[[村長バラク>IrisCard/ExIrisCard0#AC19-3010]]|''C''|-|[[攻撃の心得>Iris/Explanation#tb_Kogeki]]||
|AC19-3050|[[コロナ>IrisCard/ExIrisCard0#AC19-3050]]|''C''|-|[[体力強化>Iris/Explanation#tb_tairyoku]]||
|AC19-3080|[[３色の全身着ぐるみ>IrisCard/ExIrisCard0#AC19-3080]]|''C''|-|[[エクセレントテイスト>Iris/Explanation#tb_excellentTaste]]||
|AC20-0010|[[守護魔・ウルゥ>IrisCard/NormalIrisCard#AC20-0010]]|&COLOR(#FF0099){''SR''};|-|[[基礎体力強化>Iris/Explanation#tb_hpup]]|服も可|
|~|~|~|~|[[ピュアテイスト>Iris/Explanation#tb_pureTaste]]|~|
|AC20-1010|[[守護魔・ウル・ルゥ>IrisCard/NormalIrisCard#AC20-1010]]|&COLOR(#ffa500){''R''};|-|[[基礎体力強化>Iris/Explanation#tb_hpup]]|武器も可|
|AC20-3030|[[ツクヨミと月の従者>IrisCard/NormalIrisCard#AC20-3030]]|''C''|-|[[トップブリーダーの基礎>Iris/Explanation#tb_topBreederBase]]||
|AC21-1010|[[守護神ホルスゴーレム>IrisCard/ExIrisCard0#AC21-1010]]|&COLOR(#ffa500){''R''};|-|[[ファストサポート>Iris/Explanation#tb_fast]]|武器も可|
|AC21-1020|[[レラカムイ>IrisCard/ExIrisCard0#AC21-1020]]|&COLOR(#ffa500){''R''};|-|[[インテリジェンスサポート>Iris/Explanation#tb_Intelligence]]|武器も可|
|AC21-3050|[[イブルフィッシュ>IrisCard/ExIrisCard0#AC21-3050]]|''C''|-|[[ラクーンフォート>Iris/Explanation#tb_RaccoonFort]]||
|AC21-3070|[[アホロートルのぬいぐるみ>IrisCard/ExIrisCard0#AC21-3070]]|''C''|-|[[マジックリダクション>Iris/Explanation#tb_magicreduction]]||
|AC21-3080|[[待ちぼうけの冒険者>IrisCard/ExIrisCard0#AC21-3080]]|''C''|-|[[スタミナリダクション>Iris/Explanation#tb_staminareduction]]||
|AC21-3100|[[トパーズとの出会い>IrisCard/ExIrisCard0#AC21-3100]]|''C''|-|[[運搬の心得>Iris/Explanation#tb_Unpan]]||
|AC23-0010|[[ベルゼビュート>IrisCard/ExIrisCard0#AC23-0010]]|&COLOR(#FF0099){''SR''};|-|[[フロントライン>Iris/Explanation#tb_Front]]|服も可|
|AC23-1020|[[ニーズホッグ>IrisCard/ExIrisCard0#AC23-1020]]|&COLOR(#ffa500){''R''};|-|[[技術力強化>Iris/Explanation#tb_gijutu]]|服も可|
|AC23-1030|[[フレースヴェルグ>IrisCard/ExIrisCard0#AC23-1030]]|&COLOR(#ffa500){''R''};|-|[[知力強化>Iris/Explanation#tb_tiryoku]]|服も可|
|AC23-2020|[[ティターン>IrisCard/ExIrisCard0#AC23-2020]]|&COLOR(#0000ff){''UC''};|-|[[ポテンシャルサポート>Iris/Explanation#tb_Potential]]||
|AC23-3030|[[動物種族モンスターズ>IrisCard/ExIrisCard0#AC23-3030]]|''C''|-|[[動物種族アドバンテージ>Iris/Explanation#tb_AnimalAdvantage]]||
|AC23-3070|[[死霊種族モンスターズ>IrisCard/ExIrisCard0#AC23-3070]]|''C''|-|[[死霊種族アドバンテージ>Iris/Explanation#tb_UndeadAdvantage]]||
|AC23-3090|[[人間種族モンスターズ>IrisCard/ExIrisCard0#AC23-3090]]|''C''|-|[[人間種族アドバンテージ>Iris/Explanation#tb_HumanAdvantage]]||
|AC24-1010|[[リサイクルシステム>IrisCard/ExIrisCard0#AC24-1010]]|&COLOR(#ffa500){''R''};|-|[[マーキュリーの喝采>Iris/Explanation#tb_Mercury]]||
|AC24-1030|[[ハリーとプユニタルパたち>IrisCard/ExIrisCard0#AC24-1030]]|&COLOR(#ffa500){''R''};|-|[[コンバットエンジニア>Iris/Explanation#tb_CombatEngineer]]||
|AC24-3010|[[ウェストー開拓地>IrisCard/ExIrisCard0#AC24-3010]]|''C''|-|[[体力強化>Iris/Explanation#tb_tairyoku]]||
|AC24-3050|[[運び屋マックス>IrisCard/ExIrisCard0#AC24-3050]]|''C''|-|[[ファストサポート>Iris/Explanation#tb_fast]]||
|AC24-3070|[[ジャージーモーモー>IrisCard/ExIrisCard0#AC24-3070]]|''C''|-|[[ヒーティングサポート>Iris/Explanation#tb_heating]]||
|AC25-2010|[[アイスベルク>IrisCard/ExIrisCard1#AC25-2010]]|&COLOR(#0000ff){''UC''};|-|[[インテグレーション>Iris/Explanation#tb_integration]]|服も可|
|AC25-3010|[[デスポート>IrisCard/ExIrisCard1#AC25-3010]]|''C''|-|[[アサルトブレイズン>Iris/Explanation#tb_assault_b]]||
|AC25-3030|[[ファー>IrisCard/ExIrisCard1#AC25-3030]]|''C''|-|[[技術力強化>Iris/Explanation#tb_gijutu]]||
|~|~|~|~|[[ウェポンビルダー>Iris/Explanation#tb_weapon]]|~|
|AC25-3040|[[ヴァルヴァル>IrisCard/ExIrisCard1#AC25-3040]]|''C''|-|[[知力強化>Iris/Explanation#tb_tiryoku]]||
|~|~|~|~|[[アーマービルダー>Iris/Explanation#tb_armor]]|~|
|AC26-0020|[[アルマ全員集合！>IrisCard/NormalIrisCard#AC26-0020]]|&COLOR(#FF0099){''SR''};|-|[[真心の絆>Iris/Explanation#tb_tiesofcordiality]]|武器も可|
|~|~|~|~|[[フェイタルインフェクト>Iris/Explanation#tb_fatalinfect]]|~|
|AC26-2010|[[ダークフェザー・アルマ>IrisCard/NormalIrisCard#AC26-2010]]|&COLOR(#0000ff){''UC''};|-|[[サイレンスプロテクト>Iris/Explanation#tb_cilenceprotect]]||
|AC26-2020|[[バウ・アルマ>IrisCard/NormalIrisCard#AC26-2020]]|&COLOR(#0000ff){''UC''};|-|[[スロウプロテクト>Iris/Explanation#tb_slowprotect]]||
|AC26-2060|[[シーホース・アルマ>IrisCard/NormalIrisCard#AC26-2060]]|&COLOR(#0000ff){''UC''};|-|[[ストーンプロテクト>Iris/Explanation#tb_stoneprotect]]||
|AC26-2070|[[ペペン・アルマ>IrisCard/NormalIrisCard#AC26-2070]]|&COLOR(#0000ff){''UC''};|-|[[ピュアテイスト>Iris/Explanation#tb_pureTaste]]||
|AC26-2100|[[白い使い魔・アルマ>IrisCard/NormalIrisCard#AC26-2100]]|&COLOR(#0000ff){''UC''};|-|[[スリーププロテクト>Iris/Explanation#tb_sleepprotect]]||
|AC26-2120|[[デス・アルマ>IrisCard/NormalIrisCard#AC26-2120]]|&COLOR(#0000ff){''UC''};|-|[[真心の絆>Iris/Explanation#tb_tiesofcordiality]]||
|AC26-3010|[[絆の樹>IrisCard/NormalIrisCard#AC26-3010]]|''C''|-|[[ナローエスケープ>Iris/Explanation#tb_narrowescape]]||
|AC27-1020|[[ル･フェイとバステト>IrisCard/NormalIrisCard#AC27-1020]]|&COLOR(#ffa500){''R''};|-|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|武器/服も可|
|~|~|~|~|[[慈愛の加護>Iris/Explanation#tb_jiai]]|~|
|AC27-1030|[[キャプテンキッドと玉藻>IrisCard/NormalIrisCard#AC27-1030]]|&COLOR(#ffa500){''R''};|-|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|武器/服も可|
|~|~|~|~|[[ピュアテイスト>Iris/Explanation#tb_pureTaste]]|~|
|AC27-1040|[[ローレライとパラケルスス>IrisCard/NormalIrisCard#AC27-1040]]|&COLOR(#ffa500){''R''};|-|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|武器/服も可|
|~|~|~|~|[[インテリジェンスサポート>Iris/Explanation#tb_Intelligence]]|~|
|AC27-1050|[[ワーウルフとメフィスト>IrisCard/NormalIrisCard#AC27-1050]]|&COLOR(#ffa500){''R''};|-|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|服も可|
|AC27-1060|[[ルチフェロとステラ>IrisCard/NormalIrisCard#AC27-1060]]|&COLOR(#ffa500){''R''};|BGCOLOR(BLACK):COLOR(WHITE):光/闇|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|武器/服も可|
|AC27-2030|[[ル・フェイ・ロア>IrisCard/NormalIrisCard#AC27-2030]]|&COLOR(#0000ff){''UC''};|-|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|服も可|
|~|~|~|~|[[マジックプラス>Iris/Explanation#tb_masicPlus]]|~|
|AC27-2060|[[玉藻・ロア>IrisCard/NormalIrisCard#AC27-2060]]|&COLOR(#0000ff){''UC''};|-|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|武器/服も可|
|AC27-2070|[[ローレライ・ロア>IrisCard/NormalIrisCard#AC27-2070]]|&COLOR(#0000ff){''UC''};|-|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|武器/服も可|
|~|~|~|~|[[水中生物種族ボーナス>Iris/Explanation#tb_WaterAnimalBonus]]|~|
|AC27-2090|[[ワーウルフ・ロア>IrisCard/NormalIrisCard#AC27-2090]]|&COLOR(#0000ff){''UC''};|-|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|服も可|
|~|~|~|~|[[ウェポンプラス>Iris/Explanation#tb_weaponPlus]]|~|
|AC28-0020|[[ダンプティー・アルマ>IrisCard/ExIrisCard1#AC28-0020]]|&COLOR(#FF0099){''SR''};|-|[[マリオネットの加護>Iris/Explanation#tb_MarionetteKago]]|武器も可|
|AC28-1010|[[タイニー>IrisCard/ExIrisCard1#AC28-1010]]|&COLOR(#ffa500){''R''};|-|[[ダメージコントロール>Iris/Explanation#tb_damageControl]]||
|AC28-3010|[[餅つきタイニー>IrisCard/ExIrisCard1#AC28-3010]]|''C''|-|[[守りの心得>Iris/Explanation#tb_Mamori]]||
|AC28-3050|[[ジェントルタイニーの午後>IrisCard/ExIrisCard1#AC28-3050]]|''C''|-|[[魔法の心得>Iris/Explanation#tb_Mahou]]||
|AC28-3070|[[タイニー？>IrisCard/ExIrisCard1#AC28-3070]]|''C''|-|[[ロックオン>Iris/Explanation#tb_LockOn]]||
|AC29-3010|[[旧アクロポリス>IrisCard/NormalIrisCard#AC29-3010]]|''C''|-|[[機械種族ボーナス>Iris/Explanation#tb_MachineBonus]]||
|AC29-3020|[[エル・シエル>IrisCard/NormalIrisCard#AC29-3020]]|''C''|-|[[植物種族ボーナス>Iris/Explanation#tb_PlantBonus]]||
|AC29-3060|[[アイアンシティ>IrisCard/NormalIrisCard#AC29-3060]]|''C''|-|[[岩種族ボーナス>Iris/Explanation#tb_RockBonus]]||
|AC29-3070|[[ノーザンプロムナード>IrisCard/NormalIrisCard#AC29-3070]]|''C''|-|[[精霊種族ボーナス>Iris/Explanation#tb_ElementBonus]]||
|AC29-3090|[[マイマイ島>IrisCard/NormalIrisCard#AC29-3090]]|''C''|-|[[釣り大物確率上昇>Iris/Explanation#tb_FishingBig]]|服も可|
|AC29-3100|[[ウォーターレイアー>IrisCard/NormalIrisCard#AC29-3100]]|''C''|-|[[釣りレア確率上昇>Iris/Explanation#tb_FishingRare]]|服も可|
|~|~|~|~|[[釣り大物確率上昇>Iris/Explanation#tb_FishingBig]]|~|
|AC29-3110|[[大陸の洞窟>IrisCard/NormalIrisCard#AC29-3110]]|''C''|-|[[水中生物種族ボーナス>Iris/Explanation#tb_WaterAnimalBonus]]||
|AC29-3120|[[廃炭鉱>IrisCard/NormalIrisCard#AC29-3120]]|''C''|-|[[動物種族ボーナス>Iris/Explanation#tb_AnimalBonus]]||
|AC29-3130|[[氷結の坑道>IrisCard/NormalIrisCard#AC29-3130]]|''C''|-|[[死霊種族ボーナス>Iris/Explanation#tb_UndeadBonus]]||
|AC29-3140|[[サウスダンジョン>IrisCard/NormalIrisCard#AC29-3140]]|''C''|-|[[人間種族ボーナス>Iris/Explanation#tb_HumanBonus]]||
|AC29-3150|[[ノーザンダンジョン>IrisCard/NormalIrisCard#AC29-3150]]|''C''|-|[[魔法生物種族ボーナス>Iris/Explanation#tb_MagicCreatureBonus]]||
|AC29-3160|[[イーストダンジョン>IrisCard/NormalIrisCard#AC29-3160]]|''C''|-|[[鳥種族ボーナス>Iris/Explanation#tb_BirdBonus]]||
|AC29-3170|[[地下浄水施設>IrisCard/NormalIrisCard#AC29-3170]]|''C''|-|[[昆虫種族ボーナス>Iris/Explanation#tb_InsectBonus]]||
|AC29-3180|[[海底洞窟>IrisCard/NormalIrisCard#AC29-3180]]|''C''|-|[[釣りレア確率上昇>Iris/Explanation#tb_FishingRare]]|服も可|
|AC30-2020|[[ディメンション硬石の入手>IrisCard/ExIrisCard1#AC30-2020]]|&COLOR(#0000ff){''UC''};|-|[[インテリジェンスサポート>Iris/Explanation#tb_Intelligence]]||
|AC30-2040|[[ディメンション水晶の入手>IrisCard/ExIrisCard1#AC30-2040]]|&COLOR(#0000ff){''UC''};|-|[[アウェイクサポート>Iris/Explanation#tb_awake]]||
|AC30-2060|[[ディメンション翡翠の入手>IrisCard/ExIrisCard1#AC30-2060]]|&COLOR(#0000ff){''UC''};|-|[[ディスペルサポート>Iris/Explanation#tb_dispel]]||
|AC30-3010|[[金に輝くりんごの入手>IrisCard/ExIrisCard1#AC30-3010]]|''C''|-|[[ダメージコントロール>Iris/Explanation#tb_damageControl]]||
|AC30-3030|[[スペクターの帽子ブーム到来>IrisCard/ExIrisCard1#AC30-3030]]|''C''|-|[[ラクーンフォート>Iris/Explanation#tb_RaccoonFort]]||
|AC30-3050|[[草むしり>IrisCard/ExIrisCard1#AC30-3050]]|''C''|-|[[大豊作>Iris/Explanation#tb_bhousaku]]||
|AC31-1010|[[ラッキープルル>IrisCard/ExIrisCard1#AC31-1010]]|&COLOR(#ffa500){''R''};|-|[[スタミナリダクション>Iris/Explanation#tb_staminareduction]]||
|~|~|~|~|[[マジックリダクション>Iris/Explanation#tb_magicreduction]]|~|
|AC31-1030|[[ネコマタ好きのお姉さん>IrisCard/ExIrisCard1#AC31-1030]]|&COLOR(#ffa500){''R''};|-|[[トップブリーダーの心得>Iris/Explanation#tb_topBreeder]]||
|AC31-3060|[[エントーラとリット>IrisCard/ExIrisCard1#AC31-3060]]|''C''|-|[[深愛の絆>Iris/Explanation#tb_shinai]]||
|AC31-3080|[[シュリュッセル>IrisCard/ExIrisCard1#AC31-3080]]|''C''|-|[[時空の導き手>Iris/Explanation#tb_Zikuu]]||
|AC32-0020|[[Ｃａｒｄｉａ>IrisCard/ExIrisCard1#AC32-0020]]|&COLOR(#FF0099){''SR''};|-|[[憑依の心得>Iris/Explanation#tb_HyouiKokoroe]]|服も可|
|AC32-1020|[[マリオネット・スムージー>IrisCard/ExIrisCard1#AC32-1020]]|&COLOR(#ffa500){''R''};|-|[[マリオネットの守護>Iris/Explanation#tb_MarionetteSyugo]]||
|AC32-3010|[[サンドラット>IrisCard/ExIrisCard1#AC32-3010]]|''C''|-|[[体力強化>Iris/Explanation#tb_tairyoku]]||
|~|~|~|~|[[動物種族ボーナス>Iris/Explanation#tb_AnimalBonus]]|~|
|AC32-3040|[[トンファーパンダ>IrisCard/ExIrisCard1#AC32-3040]]|''C''|-|[[アサルトエンハンス>Iris/Explanation#tb_AssaultEnhance]]||
|AC32-3050|[[ヴァルミリオン>IrisCard/ExIrisCard1#AC32-3050]]|''C''|-|[[スペルエンハンス>Iris/Explanation#tb_SpellEnhance]]||
|AC32-3060|[[ディディとファド>IrisCard/ExIrisCard1#AC32-3060]]|''C''|-|[[ブレイブエンハンス>Iris/Explanation#tb_BraveEnhance]]||
|AC33-0010|[[紙芝居屋>IrisCard/NormalIrisCard#AC33-0010]]|&COLOR(#FF0099){''SR''};|-|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|武器/服も可|
|AC33-0020|[[アルマ全員集合！２>IrisCard/NormalIrisCard#AC33-0020]]|&COLOR(#FF0099){''SR''};|-|[[パッケージの心得>Iris/Explanation#tb_packag]]|服も可|
|AC33-2080|[[フライフィッシュ・アルマ>IrisCard/NormalIrisCard#AC33-2080]]|&COLOR(#0000ff){''UC''};|-|[[釣りレア確率上昇>Iris/Explanation#tb_FishingRare]]||
|~|~|~|~|[[釣り大物確率上昇>Iris/Explanation#tb_FishingBig]]|~|
|AC33-3010|[[心象風景>IrisCard/NormalIrisCard#AC33-3010]]|''C''|-|[[憑依の基礎>Iris/Explanation#tb_transBasic]]||
|AC34-0010|[[ケット・シー>IrisCard/ExIrisCard1#AC34-0010]]|&COLOR(#FF0099){''SR''};|-|[[トップブリーダーの心得>Iris/Explanation#tb_topBreeder]]||
|AC34-2010|[[ジャグラー・ドゥ>IrisCard/ExIrisCard1#AC34-2010]]|&COLOR(#0000ff){''UC''};|-|[[ダメージコントロール>Iris/Explanation#tb_damageControl]]||
|AC34-2040|[[みやびな牛車>IrisCard/ExIrisCard1#AC34-2040]]|''C''|-|[[攻撃の心得>Iris/Explanation#tb_Kogeki]]||
|AC34-3030|[[ウィングトラック>IrisCard/ExIrisCard1#AC34-3030]]|''C''|-|[[イベイジョンステップ>Iris/Explanation#tb_evasionstep]]||
|AC34-3080|[[マジカルステッキ>IrisCard/ExIrisCard1#AC34-3080]]|''C''|-|[[マジックブレイズン>Iris/Explanation#tb_Magic_b]]||
|AC35-0010|[[オルトス>IrisCard/ExIrisCard1#AC35-0010]]|&COLOR(#FF0099){''SR''};|-|[[奈落の番人>Iris/Explanation#tb_narakuGuard]]|服も可|
|AC35-0020|[[フレイズ>IrisCard/ExIrisCard1#AC35-0020]]|&COLOR(#FF0099){''SR''};|-|[[コンビネーションアドバンス>Iris/Explanation#tb_combinationAdvance]]||
|AC35-1020|[[クトゥグア>IrisCard/ExIrisCard1#AC35-1020]]|&COLOR(#ffa500){''R''};|-|[[フロントライン>Iris/Explanation#tb_Front]]||
|AC35-2010|[[アルラウーン>IrisCard/ExIrisCard1#AC35-2010]]|&COLOR(#0000ff){''UC''};|-|[[マジックリダクション>Iris/Explanation#tb_magicreduction]]||
|AC35-2020|[[キリングティーガー>IrisCard/ExIrisCard1#AC35-2020]]|&COLOR(#0000ff){''UC''};|-|[[スタミナリダクション>Iris/Explanation#tb_staminareduction]]||
|AC35-2060|[[サンドベルク>IrisCard/ExIrisCard1#AC35-2060]]|&COLOR(#0000ff){''UC''};|-|[[灰燼の招手>Iris/Explanation#tb_kaijin]]||
|AC35-3020|[[ランキングハレルヤ>IrisCard/ExIrisCard1#AC35-3020]]|''C''|-|[[コンビネーションアドバンス>Iris/Explanation#tb_combinationAdvance]]||
|AC35-3050|[[アビス･マター収集家>IrisCard/ExIrisCard1#AC35-3050]]|''C''|-|[[奈落の番人>Iris/Explanation#tb_narakuGuard]]||
|AC36-1020|[[くろ>IrisCard/ExIrisCard1#AC36-1020]]|&COLOR(#ffa500){''R''};|-|[[コンビネーションアドバンス>Iris/Explanation#tb_combinationAdvance]]||
|AC36-1030|[[ふり>IrisCard/ExIrisCard1#AC36-1030]]|&COLOR(#ffa500){''R''};|-|[[憑依の心得>Iris/Explanation#tb_HyouiKokoroe]]||
|AC36-2020|[[カーディナル>IrisCard/ExIrisCard1#AC36-2020]]|&COLOR(#0000ff){''UC''};|-|[[スペルエンハンス>Iris/Explanation#tb_SpellEnhance]]||
|AC36-3060|[[ソウルテイカー>IrisCard/ExIrisCard1#AC36-3060]]|''C''|-|[[灰燼の招手>Iris/Explanation#tb_kaijin]]||
|AC36-3070|[[マエストロ>IrisCard/ExIrisCard1#AC36-3070]]|''C''|-|[[コンバットエンジニア>Iris/Explanation#tb_CombatEngineer]]||
|AC37-3030|[[３時間目>IrisCard/NormalIrisCard#AC37-3030]]|''C''|-|[[パートナーの底力>Iris/Explanation#tb_partnerLatentPower]]|服も可|
|AC37-3050|[[５時間目>IrisCard/NormalIrisCard#AC37-3050]]|''C''|-|[[飛空城の達人>Iris/Explanation#tb_FlyCastle]]|服も可|
|AC37-3060|[[６時間目>IrisCard/NormalIrisCard#AC37-3060]]|''C''|-|[[真心の絆>Iris/Explanation#tb_tiesofcordiality]]|服も可|
|AC37-3070|[[７時間目>IrisCard/NormalIrisCard#AC37-3070]]|''C''|-|[[おしゃれの極意>Iris/Explanation#tb_stylish]]||
|AC37-3100|[[１０時間目>IrisCard/NormalIrisCard#AC37-3100]]|''C''|-|[[魔力強化成功率上昇>Iris/Explanation#tb_magicEnhance]]||
|AC37-3110|[[１１時間目>IrisCard/NormalIrisCard#AC37-3110]]|''C''|-|[[力強化成功率上昇>Iris/Explanation#tb_powerEnhance]]||
|AC37-3120|[[１２時間目>IrisCard/NormalIrisCard#AC37-3120]]|''C''|-|[[パートナーとの絆>Iris/Explanation#tb_tiesOfPartner]]||
|AC37-3130|[[タイニーゼロ・アルマ＋>IrisCard/NormalIrisCard#AC37-3130]]|''C''|-|[[パートナーの底力>Iris/Explanation#tb_partnerLatentPower]]|服も可|
|~|~|~|~|[[パートナーとの絆>Iris/Explanation#tb_tiesOfPartner]]|~|
|AC37-3140|[[不思議な双子>IrisCard/NormalIrisCard#AC37-3140]]|''C''|-|[[クリティカル強化成功率上昇>Iris/Explanation#tb_criticalEnhance]]||
|AC37-3160|[[デイ＆リー>IrisCard/NormalIrisCard#AC37-3160]]|''C''|-|[[ジャイアントキリング>Iris/Explanation#tb_gkilling]]|服も可|
|~|~|~|~|[[ナローエスケープ>Iris/Explanation#tb_narrowescape]]|~|
|AC37-3170|[[ウィーク>IrisCard/NormalIrisCard#AC37-3170]]|''C''|-|[[釣りレア確率上昇>Iris/Explanation#tb_FishingRare]]|服も可|
|~|~|~|~|[[釣り大物確率上昇>Iris/Explanation#tb_FishingBig]]|~|
|AC37-3180|[[ＥＣＯ券収集家エコナ>IrisCard/NormalIrisCard#AC37-3180]]|''C''|-|[[命強化成功率上昇>Iris/Explanation#tb_lifeEnhanceUp]]||
|AC38-3090|[[夢見のイルカ>IrisCard/ExIrisCard1#AC38-3090]]|''C''|-|[[ダメージコントロール>Iris/Explanation#tb_damageControl]]||
|AC39-4010|[[アルティ>IrisCard/NormalIrisCard#AC39-4010]]|&COLOR(#FF0099){''SR''};|-|[[マリオネットの加護>Iris/Explanation#tb_MarionetteKago]]||
|AC39-5020|[[ロア全員集合！>IrisCard/NormalIrisCard#AC39-5020]]|&COLOR(#ffa500){''R''};|-|[[記憶の書架>Iris/Explanation#tb_bookshelves]]|武器も可|
|AC39-6090|[[御魂・アリア>IrisCard/NormalIrisCard#AC39-6090]]|&COLOR(#0000ff){''UC''};|-|[[仲間との絆>Iris/Explanation#tb_tiesOfFriend]]||
|AC39-6110|[[御魂・リーリエ>IrisCard/NormalIrisCard#AC39-6110]]|&COLOR(#0000ff){''UC''};|-|[[パートナーの援け>Iris/Explanation#tb_helpOfPartner]]|武器も可|
|AC39-7010|[[レイミ>IrisCard/NormalIrisCard#AC39-7010]]|''C''|-|[[パートナーの護り>Iris/Explanation#tb_guardOfPartner]]||
|AC40-0010|[[ベリエル>IrisCard/ExIrisCard1#AC40-0010]]|&COLOR(#FF0099){''SR''};|-|[[マルチプロテクション>Iris/Explanation#tb_multiProtection]]||
|AC40-1010|[[グンバールと共に進軍せよ！>IrisCard/ExIrisCard1#AC40-1010]]|&COLOR(#ffa500){''R''};|-|[[トランスセンス>Iris/Explanation#tb_Transsense]]||
|AC40-2010|[[レジスタンスと共に戦え>IrisCard/ExIrisCard1#AC40-2010]]|&COLOR(#0000ff){''UC''};|-|[[コンビネーションアドバンス>Iris/Explanation#tb_combinationAdvance]]||
|AC40-3020|[[エミルを護衛しろ>IrisCard/ExIrisCard1#AC40-3020]]|&COLOR(#0000ff){''UC''};|-|[[パートナーの信頼>Iris/Explanation#tb_trustOfPartner]]||
|AC40-3070|[[歩行型ＤＥＭの討伐！>IrisCard/ExIrisCard1#AC40-3070]]|''C''|-|[[体力強化>Iris/Explanation#tb_tairyoku]]||
|~|~|~|~|[[機械種族ボーナス>Iris/Explanation#tb_MachineBonus]]|~|
